Country,Year,Drought,Flood,Earthquake,Extreme weather,Extreme temperature,Volcanic activity,Wildfire,Glacial lake outburst flood,Dry mass movement,Wet mass movement,Fog
Malawi,1998,0,13,9,0,0,0,0,0,0,0,0
Malawi,1998,0,472,0,0,0,0,0,0,0,0,0
Malawi,1998,0,0,0,0,0,0,0,0,0,0,0
Malawi,1998,0,4,0,0,0,0,0,0,0,0,0
Malawi,1998,0,0,0,0,0,0,0,0,0,0,0
Malawi,1998,0,0,0,0,0,0,0,0,0,0,0
Malawi,1998,0,59,0,0,0,0,0,0,0,0,0
Malawi,1998,0,12,0,0,0,0,0,0,0,0,0
Malawi,1998,0,0,0,0,0,0,0,0,0,0,0
Malawi,1998,0,0,4,0,0,0,0,0,0,0,0
Malawi,1998,0,0,0,0,0,0,0,0,0,0,0
Malawi,1998,0,4,0,0,0,0,0,0,0,0,0
Malawi,1998,0,5,0,0,0,0,0,0,0,0,0
Malawi,1998,0,60,0,0,0,0,0,0,0,8,0
Malawi,1998,0,1,0,0,0,0,0,0,0,0,0
Malawi,1998,0,21,0,1209,0,0,0,0,0,0,0
Malawi,1998,0,6,0,0,0,0,0,0,0,0,0
Malawi,1998,0,0,0,13,0,0,0,0,0,0,0
Malaysia,1998,0,0,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,17,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,6,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,50,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,61,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,0,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,10,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,11,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,3,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,27,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,30,0,0,0,0,0,0,72,0,0
Malaysia,1998,0,0,0,270,0,0,0,0,0,50,0
Malaysia,1998,0,1,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,12,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,8,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,3,0,2,0,0,0,0,0,10,0
Malaysia,1998,0,8,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,16,80,1,0,0,0,0,0,0,0
Malaysia,1998,0,10,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,9,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,46,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,0,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,0,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,2,0,0,0,0,0,0,0,16,0
Malaysia,1998,0,4,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,1,24,0,0,0,0,0,0,0,0
Malaysia,1998,0,0,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,9,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,2,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,2,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,0,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,69,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,27,0,0,0,0,0,0,0,33,0
Malaysia,1998,0,6,0,0,0,0,0,0,0,0,0
Malaysia,1998,0,0,0,21,0,0,0,0,0,0,0
Malaysia,1998,0,0,0,2,0,0,0,0,0,0,0
Malaysia,1998,0,0,0,0,0,0,0,0,0,20,0
Maldives,1998,0,0,0,0,0,0,0,0,0,0,0
Maldives,1998,0,0,0,0,0,0,0,0,0,0,0
Maldives,1998,0,0,0,0,0,0,0,0,0,0,0
Maldives,1998,0,0,102,0,0,0,0,0,0,0,0
Maldives,1998,0,0,0,0,0,0,0,0,0,0,0
Maldives,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,2,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,1,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,1,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,10,0,0,0,0,0,0,0,0,0
Mali,1998,0,17,0,0,0,0,0,0,0,0,0
Mali,1998,0,1,0,0,0,0,0,0,0,0,0
Mali,1998,0,3,0,0,0,0,0,0,0,0,0
Mali,1998,0,2,0,0,0,0,0,0,0,0,0
Mali,1998,0,15,0,0,0,0,0,0,0,0,0
Mali,1998,0,2,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,18,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,25,0,0,0,0,0,0,0,0,0
Mali,1998,0,37,0,0,0,0,0,0,0,0,0
Mali,1998,0,5,0,0,0,0,0,0,0,0,0
Mali,1998,0,13,0,0,0,0,0,0,0,0,0
Mali,1998,0,0,0,0,0,0,0,0,0,0,0
Mali,1998,0,15,0,0,0,0,0,0,0,0,0
Malta,1998,0,0,0,0,76,0,0,0,0,0,0
Marshall Islands,1999,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,1999,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,1999,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,1999,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,1999,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,1999,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,1999,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,1999,0,0,0,0,0,0,0,0,0,0,0
Marshall Islands,1999,0,0,0,0,0,0,0,0,0,0,0
Martinique,1999,0,0,1,1,0,0,0,0,0,0,0
Martinique,1999,0,0,0,0,0,0,0,0,0,0,0
Martinique,1999,0,0,0,10,0,0,0,0,0,0,0
Martinique,1999,0,0,0,15,0,0,0,0,0,0,0
Martinique,1999,0,0,0,45,0,0,0,0,0,0,0
Martinique,1999,0,0,0,0,0,0,0,0,0,0,0
Martinique,1999,0,0,0,0,0,0,0,0,0,0,0
Martinique,1999,0,0,0,0,0,0,0,0,0,0,0
Martinique,1999,0,0,0,8,0,0,0,0,0,0,0
Martinique,1999,0,0,0,2,0,0,0,0,0,0,0
Martinique,1999,0,0,0,0,0,0,0,0,0,0,0
Martinique,1999,0,0,0,0,0,0,0,0,0,0,0
Martinique,1999,0,0,0,0,0,0,0,0,0,0,0
Martinique,1999,0,0,0,1,0,0,0,0,0,0,0
Martinique,1999,0,0,0,0,0,0,0,0,0,0,0
Martinique,1999,0,0,0,0,0,30000,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,25,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,9,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,18,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,3,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,9,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,14,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,1,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,7,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,3,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,1,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,8,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,1,0,0,0,0,0,0,0,0,0
Mauritania,1999,0,0,0,4,0,0,0,0,0,0,0
Mauritius,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritius,1999,0,11,0,0,0,0,0,0,0,0,0
Mauritius,1999,0,0,0,42,0,0,0,0,0,0,0
Mauritius,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritius,1999,0,0,0,2,0,0,0,0,0,0,0
Mauritius,1999,0,0,0,9,0,0,0,0,0,0,0
Mauritius,1999,0,0,0,5,0,0,0,0,0,0,0
Mauritius,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritius,1999,0,0,0,1,0,0,0,0,0,0,0
Mauritius,1999,0,0,0,1,0,0,0,0,0,0,0
Mauritius,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritius,1999,0,0,0,2,0,0,0,0,0,0,0
Mauritius,1999,0,0,0,3,0,0,0,0,0,0,0
Mauritius,1999,0,0,0,3,0,0,0,0,0,0,0
Mauritius,1999,0,0,0,2,0,0,0,0,0,0,0
Mauritius,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritius,1999,0,0,0,1,0,0,0,0,0,0,0
Mauritius,1999,0,0,0,1,0,0,0,0,0,0,0
Mauritius,1999,0,0,0,2,0,0,0,0,0,0,0
Mexico,1999,0,6,9,0,0,0,0,0,0,0,0
Mexico,1999,0,0,0,288,23,0,0,0,0,0,0
Mexico,1999,0,0,64,170,49,0,0,0,0,0,0
Mexico,1999,0,0,0,16,0,0,0,0,0,0,0
Mexico,1999,0,654,46,9,15,0,0,0,0,0,0
Mexico,1999,0,139,0,31,66,0,0,0,0,0,0
Mexico,1999,0,37,0,16,50,0,0,0,0,0,0
Mexico,1999,0,77,2,43,3,0,0,0,0,0,0
Mexico,1999,0,140,0,0,0,0,0,0,0,0,0
Mexico,1999,0,2000,25,960,0,0,0,0,0,0,0
Mexico,1999,0,27,0,0,0,0,0,0,0,0,0
Mexico,1999,0,0,0,111,0,0,0,0,0,0,0
Mexico,1999,0,35,0,0,0,0,0,0,0,0,0
Mexico,1999,0,37,0,0,0,0,0,0,0,0,0
Mexico,1999,0,130,556,0,0,0,0,0,0,0,0
Mexico,1999,0,0,5,0,0,0,0,0,0,0,0
Mexico,1999,0,104,67,0,0,0,0,0,0,0,0
Mexico,1999,0,25,19,225,0,100,0,0,0,0,0
Mexico,1999,0,0,0,4,0,0,0,0,0,0,0
Mexico,1999,0,20,0,0,0,0,0,0,0,0,0
Mexico,1999,0,16,2,0,0,0,0,0,0,0,0
Mexico,1999,0,40,3,0,0,0,0,0,0,0,0
Mexico,1999,0,45,0,38,380,0,0,0,0,0,0
Mexico,1999,0,23,0,13,0,0,0,0,0,0,0
Mexico,1999,0,65,0,38,0,0,0,0,0,0,0
Mexico,1999,0,432,0,255,100,0,0,0,0,12,0
Mexico,1999,0,21,0,5,0,0,0,0,0,0,0
Mexico,1999,0,6,29,4,21,0,0,0,0,10,0
Mexico,1999,0,38,0,0,14,0,0,0,0,0,0
Mexico,1999,0,41,0,47,0,0,0,0,0,0,0
Mexico,1999,0,0,0,15,5,0,0,0,0,21,0
Mexico,1999,0,22,0,20,0,0,0,0,0,16,0
Mexico,1999,0,12,0,2,0,0,0,0,0,22,0
Mexico,1999,0,28,0,4,0,0,0,0,0,0,0
Mexico,1999,0,66,2,43,0,0,0,0,0,71,0
Mexico,1999,0,13,0,210,0,0,0,0,0,0,0
Mexico,1999,0,0,0,42,0,0,0,0,0,0,0
Mexico,1999,0,25,0,65,0,0,0,0,0,0,0
Mexico,1999,0,2,467,29,0,0,0,0,0,0,0
Mexico,1999,0,20,0,20,0,0,0,0,0,0,0
Mexico,1999,0,12,0,4,0,0,0,0,0,0,0
Mexico,1999,0,30,10,42,0,0,0,0,0,0,0
Mexico,2000,0,30,3,38,0,0,0,0,0,0,0
Mexico,2000,0,13,5,38,0,0,0,0,0,0,0
Mexico,2000,0,11,0,104,0,0,0,0,0,0,0
Mexico,2000,0,0,45,0,0,0,0,0,0,0,0
Mexico,2000,0,0,648,0,0,0,0,0,0,0,0
Mexico,2000,0,0,400,0,0,0,0,0,0,0,0
Mexico,2000,0,0,34,0,0,0,0,0,0,0,0
Mexico,2000,0,0,160,0,0,0,0,0,0,0,0
Mexico,2000,0,0,45,0,0,0,0,0,0,0,0
Mexico,2000,0,0,33,0,40,0,0,0,0,0,0
Mexico,2000,0,0,3,100,0,0,0,0,0,0,0
Mexico,2000,0,0,9500,0,0,0,0,0,0,0,0
Mexico,2000,0,0,1,242,292,20,0,0,0,12,0
Mexico,2000,0,0,2,19,0,0,0,0,0,0,0
Mexico,2000,0,0,3,19,0,0,0,0,0,0,0
Mexico,2000,0,0,0,50,0,0,0,0,0,0,0
Mexico,2000,0,0,0,800,0,0,0,0,0,0,0
Mexico,2000,0,0,0,436,0,0,0,0,0,0,0
Mexico,2000,0,0,0,14,0,0,0,0,0,0,0
Mexico,2000,0,0,0,58,0,0,0,0,0,18,0
Mexico,2000,0,0,0,17,0,0,0,0,0,0,0
Mexico,2000,0,0,0,13,0,0,0,0,0,0,0
Mexico,2000,0,0,0,29,0,0,0,0,0,0,0
Mexico,2000,0,0,0,720,0,0,0,0,0,0,0
Mexico,2000,0,0,0,10,0,0,0,0,0,0,0
Mexico,2000,0,0,0,275,0,0,0,0,0,50,0
Mexico,2000,0,0,0,3,80,0,0,0,0,0,0
Mexico,2000,0,0,0,0,50,0,0,0,0,0,0
Mexico,2000,0,0,0,0,0,0,0,0,0,0,0
Mexico,2000,0,0,0,0,0,1000,0,0,0,0,0
Mexico,2000,0,0,0,0,0,0,0,0,0,0,0
Mexico,2000,0,0,0,0,0,0,0,0,0,0,0
Mexico,2000,0,0,0,0,0,0,0,0,0,100,0
Micronesia (country),2000,0,0,0,0,0,0,0,0,0,0,0
Micronesia (country),2000,0,0,0,0,0,0,0,0,0,0,0
Micronesia (country),2000,0,0,0,0,0,0,0,0,0,0,0
Micronesia (country),2000,0,0,0,0,0,0,0,0,0,0,0
Micronesia (country),2000,0,0,0,0,0,0,0,0,0,0,0
Micronesia (country),2000,0,0,0,5,0,0,0,0,0,0,0
Micronesia (country),2000,0,0,0,47,0,0,0,0,0,0,0
Micronesia (country),2000,0,0,0,0,0,0,0,0,0,0,0
Micronesia (country),2000,0,0,0,1,0,0,0,0,0,0,0
Micronesia (country),2000,0,0,0,5,0,0,0,0,0,0,0
Micronesia (country),2000,0,0,0,0,0,0,0,0,0,0,0
Moldova,2000,2,0,0,0,0,0,0,0,0,0,0
Moldova,2000,0,0,0,0,0,0,0,0,0,0,0
Moldova,2000,0,0,0,0,10,0,0,0,0,0,0
Moldova,2000,0,47,0,3,0,0,0,0,0,0,0
Moldova,2000,0,9,0,0,0,0,0,0,0,0,0
Moldova,2000,0,0,0,0,0,0,0,0,0,0,0
Moldova,2000,0,1,0,0,0,0,0,0,0,0,0
Moldova,2000,0,0,0,0,0,0,0,0,0,0,0
Moldova,2000,0,3,0,0,0,0,0,0,0,0,0
Moldova,2000,0,1,0,0,0,0,0,0,0,0,0
Moldova,2000,0,0,0,4,0,0,0,0,0,0,0
Moldova,2000,0,0,0,0,13,0,0,0,0,0,0
Moldova,2000,0,0,0,0,0,0,0,0,0,0,0
Mongolia,2000,0,0,0,23,0,0,0,0,0,0,0
Mongolia,2000,0,0,0,16,0,0,0,0,0,0,0
Mongolia,2000,0,0,0,1,0,0,0,0,0,0,0
Mongolia,2000,0,57,0,0,0,0,0,0,0,0,0
Mongolia,2000,0,0,0,0,0,0,0,0,0,0,0
Mongolia,2000,0,5,0,0,0,0,0,0,0,0,0
Mongolia,2000,0,41,0,0,0,0,0,0,0,0,0
Mongolia,2000,0,15,0,2,0,0,0,0,0,0,0
Mongolia,2000,0,26,0,0,0,0,0,0,0,0,0
Mongolia,2000,0,0,0,0,0,0,0,0,0,0,0
Mongolia,2000,0,12,0,0,0,0,0,0,0,0,0
Mongolia,2000,0,10,0,0,0,0,0,0,0,0,0
Mongolia,2000,0,0,0,12,0,0,0,0,0,0,0
Mongolia,2000,0,0,0,0,0,0,0,0,0,0,0
Mongolia,2000,0,4,0,3,2,0,0,0,0,0,0
Mongolia,2000,0,0,1200,0,0,0,0,0,0,0,0
Mongolia,2000,0,0,0,36,0,0,0,0,0,0,0
Mongolia,2000,0,0,0,6,0,0,0,0,0,0,0
Mongolia,2000,0,0,0,7,0,0,0,0,0,0,0
Mongolia,2000,0,0,0,52,0,0,0,0,0,0,0
Mongolia,2000,0,0,0,5,0,0,0,0,0,0,0
Mongolia,2000,0,0,0,0,5,0,0,0,0,0,0
Mongolia,2000,0,0,0,0,0,0,0,0,0,0,0
Mongolia,2000,0,0,0,0,0,0,0,0,0,0,0
Mongolia,2000,0,0,0,0,0,0,0,0,0,17,0
Mongolia,2000,0,0,0,0,0,0,0,0,0,0,0
Montenegro,2000,0,0,0,0,0,0,0,0,0,0,0
Montenegro,2000,0,0,0,0,0,0,0,0,0,0,0
Montenegro,2000,0,0,0,0,0,0,0,0,0,0,0
Montenegro,2000,0,0,0,0,1,0,0,0,0,0,0
Montenegro,2000,0,0,0,0,50,0,0,0,0,0,0
Montenegro,2000,0,0,0,0,0,0,0,0,0,0,0
Montserrat,2000,0,0,0,0,0,0,0,0,0,0,0
Montserrat,2000,0,0,0,11,0,0,0,0,0,0,0
Montserrat,2000,0,0,0,0,0,0,0,0,0,0,0
Montserrat,2000,0,0,0,0,0,0,0,0,0,0,0
Montserrat,2000,0,0,0,0,0,0,0,0,0,0,0
Montserrat,2000,0,0,0,0,0,32,0,0,0,0,0
Montserrat,2000,0,0,0,0,0,0,0,0,0,0,0
Morocco,2000,0,0,0,0,0,0,0,0,0,0,0
Morocco,2000,0,0,0,0,0,0,0,0,0,0,0
Morocco,2000,0,0,0,0,0,0,0,0,0,0,0
Morocco,2000,0,0,0,0,0,0,0,0,0,0,0
Morocco,2000,0,0,0,0,0,0,0,0,0,0,0
Morocco,2000,0,6,0,0,0,0,0,0,0,0,0
Morocco,2000,0,15,0,0,0,0,0,0,0,0,0
Morocco,2000,0,131,0,0,0,0,0,0,0,0,0
Morocco,2000,0,30,0,0,0,0,0,0,0,0,0
Morocco,2000,0,169,0,0,0,0,0,0,0,0,0
Morocco,2000,0,76,0,0,0,0,0,0,0,0,0
Morocco,2000,0,75,0,0,0,0,0,0,0,0,0
Morocco,2000,0,11,0,0,0,0,0,0,0,0,0
Morocco,2000,0,10,0,0,0,0,0,0,0,0,0
Morocco,2000,0,0,0,0,0,0,0,0,0,0,0
Morocco,2000,0,16,0,0,0,0,0,0,0,0,0
Morocco,2000,0,791,0,0,0,0,0,0,0,0,0
Morocco,2000,0,25,0,14,0,0,0,0,0,0,0
Morocco,2000,0,60,0,0,0,0,0,0,0,0,0
Morocco,2000,0,80,0,0,0,0,0,0,0,0,0
Morocco,2000,0,35,0,0,0,0,0,0,0,0,0
Morocco,2000,0,17,0,0,0,0,0,0,0,0,0
Morocco,2000,0,39,0,0,0,0,0,0,0,0,0
Morocco,2000,0,29,0,0,0,0,0,0,0,0,0
Morocco,2000,0,42,0,0,0,0,0,0,0,0,0
Morocco,2000,0,11,0,49,0,0,0,0,0,0,0
Morocco,2000,0,24,0,0,0,0,0,0,0,15,0
Morocco,2000,0,24,0,0,0,0,0,0,0,0,0
Morocco,2000,0,0,100,0,0,0,0,0,0,0,0
Morocco,2000,0,0,13100,0,0,0,0,0,0,0,0
Morocco,2000,0,0,11,0,0,0,0,0,0,0,0
Morocco,2000,0,0,628,0,0,0,0,0,0,0,0
Morocco,2000,0,0,2946,0,0,0,0,0,0,0,0
Morocco,2001,0,0,0,1,0,0,0,0,0,0,0
Morocco,2001,0,0,0,0,0,0,0,0,0,0,0
Morocco,2001,0,0,0,0,0,0,0,0,0,0,0
Morocco,2001,0,0,0,0,0,0,0,0,0,0,0
Morocco,2001,0,0,0,0,0,0,0,0,0,0,0
Morocco,2001,0,0,0,0,0,0,0,0,31,0,0
Morocco,2001,0,0,0,0,0,0,0,0,0,1,0
Mozambique,2001,0,0,0,0,0,0,0,0,0,0,0
Mozambique,2001,0,0,0,0,0,0,0,0,0,0,0
Mozambique,2001,19989,0,0,0,0,0,0,0,0,0,0
Mozambique,2001,19989,0,0,0,0,0,0,0,0,0,0
Mozambique,2001,19989,0,0,0,0,0,0,0,0,0,0
Mozambique,2001,19989,0,0,109,0,0,0,0,0,0,0
Mozambique,2001,20044,8,0,0,0,0,0,0,0,0,0
Mozambique,2001,50,0,0,0,0,0,0,0,0,0,0
Mozambique,2001,0,0,0,0,0,0,0,0,0,0,0
Mozambique,2001,0,0,0,0,0,0,0,0,0,0,0
Mozambique,2001,0,0,0,0,0,0,0,0,0,87,0
Mozambique,2001,0,23,0,0,0,0,0,0,0,0,0
Mozambique,2001,0,79,0,0,0,0,0,0,0,0,0
Mozambique,2001,9,0,0,3,0,0,0,0,0,0,0
Mozambique,2001,9,38,0,11,0,0,0,0,0,0,0
Mozambique,2001,0,3,0,0,0,0,0,0,0,0,0
Mozambique,2001,0,13,4,0,0,0,0,0,0,0,0
Mozambique,2001,0,51,0,10,0,0,0,0,0,0,0
Mozambique,2001,0,7,0,9,0,0,0,0,0,0,0
Mozambique,2001,0,21,0,0,0,0,0,0,0,0,0
Mozambique,2001,0,5,0,0,0,0,0,0,0,0,0
Mozambique,2001,0,51,0,12,0,0,0,0,0,0,0
Mozambique,2001,0,12,0,7,0,0,0,0,0,0,0
Mozambique,2001,0,47,0,0,0,0,0,0,0,0,0
Mozambique,2001,0,0,0,11,0,0,0,0,0,0,0
Mozambique,2001,0,53,0,115,0,0,0,0,0,0,0
Mozambique,2001,0,0,0,0,0,0,0,0,0,0,0
Mozambique,2001,0,500,0,0,0,0,0,0,0,0,0
Mozambique,2001,0,1,0,0,0,0,0,0,0,0,0
Mozambique,2001,0,300,0,3,0,0,0,0,0,0,0
Mozambique,2001,0,40,0,4,0,0,0,0,0,0,0
Mozambique,2001,0,2,0,0,0,0,0,0,0,0,0
Mozambique,2001,0,35,0,0,0,0,0,0,0,0,0
Mozambique,2001,0,800,0,32,0,0,0,0,0,0,0
Mozambique,2001,0,11,0,12,0,0,0,0,0,0,0
Mozambique,2001,0,119,0,0,0,0,0,0,0,0,0
Mozambique,2001,0,22,0,0,0,0,0,0,0,0,0
Mozambique,2001,0,160,0,0,0,0,0,0,0,0,0
Mozambique,2001,0,11,0,0,0,0,0,0,0,17,0
Mozambique,2001,0,33,0,648,0,0,0,0,0,0,0
Mozambique,2001,0,49,0,183,0,0,0,0,0,0,0
Mozambique,2001,0,0,0,107,0,0,0,0,0,0,0
Mozambique,2001,0,0,0,100,0,0,0,0,0,0,0
Mozambique,2001,0,0,0,240,0,0,0,0,0,0,0
Mozambique,2001,0,0,0,11,0,0,0,0,0,0,0
Mozambique,2001,0,0,0,33,0,0,0,0,0,0,0
Mozambique,2001,0,0,0,2,0,0,0,0,0,0,0
Myanmar,2001,0,34,0,100,0,0,0,0,0,0,0
Myanmar,2001,0,90,0,0,0,0,0,0,0,0,0
Myanmar,2001,0,0,0,0,0,0,0,0,0,0,0
Myanmar,2001,0,0,0,0,0,0,0,0,0,0,0
Myanmar,2001,0,3,0,0,0,0,0,0,0,0,0
Myanmar,2001,0,0,0,0,0,0,0,0,0,0,0
Myanmar,2001,0,23,0,0,0,0,0,0,0,0,0
Myanmar,2001,0,5,0,0,0,0,0,0,0,0,0
Myanmar,2001,0,51,0,0,0,0,0,0,0,0,0
Myanmar,2001,0,68,0,0,0,0,0,0,0,0,0
Myanmar,2001,0,22,0,0,0,0,0,0,0,0,0
Myanmar,2001,0,51,0,0,0,0,0,0,0,0,0
Myanmar,2001,0,21,0,0,0,0,0,0,0,0,0
Myanmar,2001,0,25,0,34,0,0,0,0,0,0,0
Myanmar,2001,0,5,0,0,0,0,0,0,0,0,0
Myanmar,2001,0,151,74,0,0,0,0,0,0,0,0
Myanmar,2001,0,2,38,0,0,0,0,0,0,0,0
Myanmar,2001,0,7,0,0,0,0,0,0,0,16,0
Myanmar,2001,0,0,0,0,0,0,0,0,0,0,0
Myanmar,2001,0,172,0,3,0,0,0,0,0,38,0
Myanmar,2001,0,19,4,32,0,0,0,0,0,42,0
Myanmar,2001,0,3,0,0,0,0,0,0,0,0,0
Myanmar,2001,0,35,0,0,0,0,0,0,17,15,0
Myanmar,2001,0,115,0,0,0,0,0,0,0,13,0
Myanmar,2001,0,0,0,0,0,0,0,0,0,174,0
Myanmar,2001,0,0,0,0,0,0,0,0,0,0,0
Myanmar,2001,0,10,0,156,0,0,0,0,0,39,0
Myanmar,2001,0,0,586,0,0,0,0,0,0,0,0
Myanmar,2001,0,0,15,0,0,0,0,0,0,0,0
Myanmar,2001,0,0,71,236,0,0,0,0,0,0,0
